95	210	245	265	340	0	0	0	76.0	49.3921	27.6038	85.0	0.20507133950502535
95	210	245	265	340	0	0	0	76.0	49.3921	27.6038	85.0	0.20507133950502535
95	210	260	265	340	0	0	0	76.0	49.4717	27.5735	85.0	0.20725227535909624
95	210	245	265	340	0	0	0	76.0	49.3921	27.6038	85.0	0.20507133950502535
95	210	260	265	340	0	0	0	76.0	49.4717	27.5735	85.0	0.20725227535909624
95	210	260	265	300	0	0	0	76.0	49.6422	27.458	85.0	0.21187081165625404
95	210	245	265	340	0	0	0	76.0	49.3921	27.6038	85.0	0.20507133950502535
95	210	260	265	340	0	0	0	76.0	49.4717	27.5735	85.0	0.20725227535909624
95	210	260	265	300	0	0	0	76.0	49.6422	27.458	85.0	0.21187081165625404
95	210	255	265	300	0	0	0	76.0	49.6154	27.463	85.0	0.211106459443761
95	210	245	265	340	0	0	0	76.0	49.3921	27.6038	85.0	0.20507133950502535
95	210	260	265	340	0	0	0	76.0	49.4717	27.5735	85.0	0.20725227535909624
95	210	255	265	300	0	0	0	76.0	49.6154	27.463	85.0	0.211106459443761
95	185	255	265	300	0	0	0	76.0	49.6418	27.3685	85.0	0.2116442672917896
95	210	245	265	340	0	0	0	76.0	49.3921	27.6038	85.0	0.20507133950502535
95	210	260	265	340	0	0	0	76.0	49.4717	27.5735	85.0	0.20725227535909624
95	185	255	265	300	0	0	0	76.0	49.6418	27.3685	85.0	0.2116442672917896
95	185	235	255	300	0	0	0	76.0	49.4891	27.3911	85.0	0.2073056289950137
95	210	245	265	340	0	0	0	76.0	49.3921	27.6038	85.0	0.20507133950502535
95	210	260	265	340	0	0	0	76.0	49.4717	27.5735	85.0	0.20725227535909624
95	185	235	255	300	0	0	0	76.0	49.4891	27.3911	85.0	0.2073056289950137
95	185	235	255	295	0	0	0	76.0	49.5184	27.3372	85.0	0.20801411276398948
95	210	245	265	340	0	0	0	76.0	49.3921	27.6038	85.0	0.20507133950502535
95	210	260	265	340	0	0	0	76.0	49.4717	27.5735	85.0	0.20725227535909624
95	185	235	255	300	0	0	0	76.0	49.4891	27.3911	85.0	0.2073056289950137
95	185	235	255	295	0	0	0	76.0	49.5184	27.3372	85.0	0.20801411276398948
95	185	235	255	290	0	0	0	76.0	49.5612	27.2814	85.0	0.20910974756444264
95	210	245	265	340	0	0	0	76.0	49.3921	27.6038	85.0	0.20507133950502535
95	210	260	265	340	0	0	0	76.0	49.4717	27.5735	85.0	0.20725227535909624
95	185	235	255	300	0	0	0	76.0	49.4891	27.3911	85.0	0.2073056289950137
95	185	235	255	295	0	0	0	76.0	49.5184	27.3372	85.0	0.20801411276398948
95	185	235	255	290	0	0	0	76.0	49.5612	27.2814	85.0	0.20910974756444264
185	235	240	255	290	0	0	0	76.0	49.7458	27.2512	85.0	0.21440177821243112
95	210	245	265	340	0	0	0	76.0	49.3921	27.6038	85.0	0.20507133950502535
95	210	260	265	340	0	0	0	76.0	49.4717	27.5735	85.0	0.20725227535909624
95	185	235	255	300	0	0	0	76.0	49.4891	27.3911	85.0	0.2073056289950137
95	185	235	255	295	0	0	0	76.0	49.5184	27.3372	85.0	0.20801411276398948
95	185	235	255	290	0	0	0	76.0	49.5612	27.2814	85.0	0.20910974756444264
185	235	240	255	290	0	0	0	76.0	49.7458	27.2512	85.0	0.21440177821243112
185	230	240	255	290	0	0	0	76.0	49.7068	27.2754	85.0	0.2133163765734865
95	210	245	265	340	0	0	0	76.0	49.3921	27.6038	85.0	0.20507133950502535
95	210	260	265	340	0	0	0	76.0	49.4717	27.5735	85.0	0.20725227535909624
